44571,0,1,0,1,49.999998,44.999998,50,400
44571,-58,31,-58,32,49.999998,44.999998,50,400
44571,-110,81,-168,113,49.999998,44.999998,50,400
44571,-142,110,-310,223,49.999998,44.999998,50,400
44571,-160,125,-470,348,38.700000,44.999998,50,400
44571,-154,130,-624,478,29.100002,44.999998,50,400
44571,-128,137,-752,615,32.700001,44.999998,50,400
44571,-115,135,-867,750,32.700001,44.999998,50,400
44571,-116,128,-983,878,45.500000,44.999998,50,400
44571,-130,134,-1113,1012,47.099996,44.999998,50,400
44571,-138,128,-1251,1140,43.099999,44.999998,50,400
44571,-145,125,-1396,1265,35.099998,44.999998,50,400
44571,-132,129,-1528,1394,33.900002,44.999998,50,400
44571,-124,133,-1652,1527,37.500001,44.999998,50,400
44571,-111,132,-1763,1659,45.900003,44.999998,50,400
44571,-131,128,-1894,1787,44.700001,44.999998,50,400
44571,-140,129,-2034,1916,44.700001,44.999998,50,400
44571,-142,134,-2176,2050,37.099998,44.999998,50,400
44571,-136,131,-2312,2181,35.099998,44.999998,50,400
44571,-123,137,-2435,2318,40.700002,44.999998,50,400
44571,-122,133,-2557,2451,40.700002,44.999998,50,400
44571,-135,133,-2692,2584,44.299998,44.999998,50,400
44571,-144,134,-2836,2718,40.299999,44.999998,50,400
44571,-144,139,-2980,2857,38.299999,44.999998,50,400
44571,-138,139,-3118,2996,38.299999,44.999998,50,400
44571,-126,133,-3244,3129,41.500000,44.999998,50,400
44571,-129,131,-3373,3260,42.299999,44.999998,50,400
44571,-132,132,-3505,3392,42.299999,44.999998,50,400
44571,-135,131,-3640,3523,42.299999,44.999998,50,400
44571,-135,130,-3775,3653,38.700000,44.999998,50,400
44571,-127,135,-3902,3788,41.900001,44.999998,50,400
44571,-127,134,-4029,3922,44.700001,44.999998,50,400
44571,-135,127,-4164,4049,44.700001,44.999998,50,400
44571,-142,131,-4306,4180,37.099998,44.999998,50,400
44571,-132,135,-4438,4315,38.299999,44.999998,50,400
44571,-126,134,-4564,4449,41.500000,44.999998,50,400
44571,-126,131,-4690,4580,41.500000,44.999998,50,400
44571,-134,129,-4824,4709,41.500000,44.999998,50,400
44571,-142,136,-4966,4845,39.099997,44.999998,50,400
44571,-134,135,-5100,4980,39.500001,44.999998,50,400
44571,-134,139,-5234,5119,39.500001,44.999998,50,400
44571,-136,137,-5370,5256,41.900001,44.999998,50,400
44571,-134,133,-5504,5389,41.500000,44.999998,50,400
44571,-137,136,-5641,5525,41.100000,44.999998,50,400
44571,-133,133,-5774,5658,41.100000,44.999998,50,400
44571,-133,134,-5907,5792,41.500000,44.999998,50,400
44571,-134,131,-6041,5923,40.299999,44.999998,50,400
44571,-132,129,-6173,6052,39.099997,44.999998,50,400
44571,-127,132,-6300,6184,39.099997,44.999998,50,400
44571,-130,132,-6430,6316,41.900001,44.999998,50,400
44571,-128,126,-6558,6442,41.100000,44.999998,50,400
44571,-128,132,-6686,6574,42.700002,44.999998,50,400
44571,-132,132,-6818,6706,42.700002,44.999998,50,400
44571,-123,121,-6941,6827,41.900001,44.999998,50,400
44571,-123,117,-7064,6944,39.500001,44.999998,50,400
44571,-121,123,-7185,7067,40.299999,44.999998,50,400
44571,-116,116,-7301,7183,40.299999,44.999998,50,400
44571,-118,115,-7419,7298,39.099997,44.999998,50,400
44571,-105,114,-7524,7412,42.700002,44.999998,50,400
44571,-121,118,-7645,7530,41.500000,44.999998,50,400
44571,-125,122,-7770,7652,40.299999,44.999998,50,400
44571,-128,124,-7898,7776,40.299999,44.999998,50,400
44571,-120,127,-8018,7903,41.500000,44.999998,50,400
44571,-121,126,-8139,8029,43.500000,44.999998,50,400
44571,-129,125,-8268,8154,41.900001,44.999998,50,400
44571,-130,126,-8398,8280,40.299999,44.999998,50,400
44571,-126,130,-8524,8410,41.900001,44.999998,50,400
44571,-128,129,-8652,8539,42.299999,44.999998,50,400
44571,-123,125,-8775,8664,43.099999,44.999998,50,400
44571,-129,121,-8904,8785,43.099999,44.999998,50,400
44571,-124,121,-9028,8906,38.700000,44.999998,50,400
44571,-118,122,-9146,9028,40.299999,44.999998,50,400
44571,-114,118,-9260,9146,41.900001,44.999998,50,400
44571,-118,124,-9378,9270,41.900001,44.999998,50,400
44571,-120,122,-9498,9392,45.099999,44.999998,50,400
44571,-125,120,-9623,9512,43.099999,44.999998,50,400
44571,-126,113,-9749,9625,37.900001,44.999998,50,400
44571,-126,127,-9875,9752,38.299999,44.999998,50,400
44571,-120,133,-9995,9885,43.500000,44.999998,50,400
44571,-131,133,-10126,10018,44.299998,44.999998,50,400
44571,-135,132,-10261,10150,43.099999,44.999998,50,400
44571,-143,135,-10404,10285,43.099999,44.999998,50,400
44571,-146,137,-10550,10422,36.299999,44.999998,50,400
44571,-136,140,-10686,10562,37.900001,44.999998,50,400
44571,-125,140,-10811,10702,43.900000,44.999998,50,400
44571,-136,137,-10947,10839,43.900000,44.999998,50,400
44571,-145,139,-11092,10978,41.900001,44.999998,50,400
44571,-143,140,-11235,11118,40.700002,44.999998,50,400
44571,-137,141,-11372,11259,42.299999,44.999998,50,400
44571,-136,140,-11508,11399,43.900000,44.999998,50,400
44571,-142,136,-11650,11535,41.500000,44.999998,50,400
44571,-139,139,-11789,11674,41.500000,44.999998,50,400
44571,-136,140,-11925,11814,43.099999,44.999998,50,400
44571,-136,136,-12061,11950,43.099999,44.999998,50,400
44571,-139,141,-12200,12091,43.900000,44.999998,50,400
44571,-142,139,-12342,12230,42.700002,44.999998,50,400
44571,-139,136,-12481,12366,41.500000,44.999998,50,400
44571,-140,136,-12621,12502,39.900001,44.999998,50,400
44571,-130,136,-12751,12638,42.299999,44.999998,50,400
44571,-129,135,-12880,12773,44.700001,44.999998,50,400
44571,-132,127,-13012,12900,42.700002,44.999998,50,400
44571,-126,128,-13138,13028,43.500000,44.999998,50,400
44571,-140,132,-13278,13160,43.500000,44.999998,50,400
44571,-136,134,-13414,13294,39.500001,44.999998,50,400
44571,-132,137,-13546,13431,41.500000,44.999998,50,400
44571,-132,136,-13678,13567,43.099999,44.999998,50,400
44571,-137,135,-13815,13702,43.099999,44.999998,50,400
44571,-141,140,-13956,13842,41.900001,44.999998,50,400
44571,-134,139,-14090,13981,43.900000,44.999998,50,400
44571,-140,141,-14230,14122,44.299998,44.999998,50,400
44571,-142,136,-14372,14258,44.299998,44.999998,50,400
44571,-138,134,-14510,14392,40.299999,44.999998,50,400
44571,-134,137,-14644,14529,41.500000,44.999998,50,400
44571,-132,134,-14776,14663,42.299999,44.999998,50,400
44571,-129,133,-14905,14796,42.299999,44.999998,50,400
44571,-126,129,-15031,14925,45.099999,44.999998,50,400
44571,-131,129,-15162,15054,44.299998,44.999998,50,400
44571,-130,116,-15292,15170,38.700000,44.999998,50,400
44571,-126,126,-15418,15296,38.700000,44.999998,50,400
44571,-110,122,-15528,15418,43.500000,44.999998,50,400
44571,-113,119,-15641,15537,45.900003,44.999998,50,400
44571,-126,121,-15767,15658,43.900000,44.999998,50,400
44571,-141,133,-15908,15791,43.900000,44.999998,50,400
44571,-145,142,-16053,15933,39.500001,44.999998,50,400
44571,-142,143,-16195,16076,39.900001,44.999998,50,400
44571,-140,147,-16335,16223,42.700002,44.999998,50,400
44571,-140,147,-16475,16370,42.700002,44.999998,50,400
44571,-147,148,-16622,16518,45.900003,44.999998,50,400
44571,-152,146,-16774,16664,43.500000,44.999998,50,400
44571,-150,147,-16924,16811,42.299999,44.999998,50,400
44571,-147,145,-17071,16956,42.299999,44.999998,50,400
44571,-141,144,-17212,17100,42.700002,44.999998,50,400
44571,-140,143,-17352,17243,43.900000,44.999998,50,400
44571,-144,140,-17496,17383,42.299999,44.999998,50,400
44571,-140,134,-17636,17517,42.299999,44.999998,50,400
44571,-137,145,-17773,17662,43.099999,44.999998,50,400
44571,-141,144,-17914,17806,44.299998,44.999998,50,400
44571,-145,136,-18059,17942,40.700002,44.999998,50,400
44571,-148,144,-18207,18086,39.099997,44.999998,50,400
44571,-133,145,-18340,18231,43.900000,44.999998,50,400
44571,-140,141,-18480,18372,44.299998,44.999998,50,400
44571,-143,139,-18623,18511,42.700002,44.999998,50,400
44571,-145,143,-18768,18654,41.900001,44.999998,50,400
44571,-142,140,-18910,18794,41.900001,44.999998,50,400
44571,-137,142,-19047,18936,43.099999,44.999998,50,400
44571,-141,140,-19188,19076,42.700002,44.999998,50,400
44571,-140,141,-19328,19217,43.099999,44.999998,50,400
