-9,7,4500,45.000000,45.000000
-97,91,4500,45.000000,45.000000
-213,202,4500,45.000000,45.000000
-259,245,4500,45.000000,45.000000
-277,264,4500,45.000000,45.000000
-285,271,4500,45.000000,45.000000
-288,273,4500,45.000000,45.000000
-290,276,4500,45.000000,45.000000
-290,276,4500,45.000000,45.000000
-290,276,4500,45.000000,45.000000
-291,276,4500,45.000000,45.000000
-289,276,4500,45.000000,45.000000
-290,276,4500,45.000000,45.000000
-288,276,4500,45.000000,45.000000
-290,276,4500,45.000000,45.000000
-289,276,4500,45.000000,45.000000
-289,275,4500,45.000000,45.000000
-288,275,4500,45.000000,45.000000
-288,276,4500,45.000000,45.000000
-288,276,4500,45.000000,45.000000
-288,276,4500,45.000000,45.000000
-287,276,4500,45.000000,45.000000
-287,276,4500,45.000000,45.000000
-288,276,4500,45.000000,45.000000
-288,276,4500,45.000000,45.000000
-287,277,4500,45.000000,45.000000
-287,276,4500,45.000000,45.000000
-288,276,4500,45.000000,45.000000
-288,277,4500,45.000000,45.000000
-288,276,4500,45.000000,45.000000
-288,276,4500,45.000000,45.000000
-287,276,4500,45.000000,45.000000
-288,277,4500,45.000000,45.000000
-287,276,4500,45.000000,45.000000
-288,277,4500,45.000000,45.000000
-287,276,4500,45.000000,45.000000
