-26,19,9000,90.000000,90.000000
-147,145,9000,90.000000,90.000000
-338,331,9000,90.000000,90.000000
-428,417,9000,90.000000,90.000000
-473,462,9000,90.000000,90.000000
-503,492,9000,90.000000,90.000000
-523,511,9000,90.000000,90.000000
-535,520,9000,90.000000,90.000000
-542,529,9000,90.000000,90.000000
-550,533,9000,90.000000,90.000000
-548,530,9000,90.000000,90.000000
-543,526,9000,90.000000,90.000000
-535,518,9000,90.000000,90.000000
-524,508,9000,90.000000,90.000000
-524,508,9000,90.000000,90.000000
-524,507,9000,90.000000,90.000000
-520,503,9000,90.000000,90.000000
-520,503,9000,90.000000,90.000000
-520,503,9000,90.000000,90.000000
-518,501,9000,90.000000,90.000000
-519,503,9000,90.000000,90.000000
-523,505,9000,90.000000,90.000000
-524,507,9000,90.000000,90.000000
-524,508,9000,90.000000,90.000000
-520,502,9000,90.000000,90.000000
-517,500,9000,90.000000,90.000000
-519,502,9000,90.000000,90.000000
-522,504,9000,90.000000,90.000000
-524,506,9000,90.000000,90.000000
-526,506,9000,90.000000,90.000000
-526,507,9000,90.000000,90.000000
-525,506,9000,90.000000,90.000000
-523,504,9000,90.000000,90.000000
-521,503,9000,90.000000,90.000000
-521,502,9000,90.000000,90.000000
-513,497,9000,90.000000,90.000000
-510,495,9000,90.000000,90.000000
-511,496,9000,90.000000,90.000000
-514,498,9000,90.000000,90.000000
-517,501,9000,90.000000,90.000000
-517,500,9000,90.000000,90.000000
-518,501,9000,90.000000,90.000000
-518,499,9000,90.000000,90.000000
-515,498,9000,90.000000,90.000000
-514,497,9000,90.000000,90.000000
-516,500,9000,90.000000,90.000000
-518,502,9000,90.000000,90.000000
-521,504,9000,90.000000,90.000000
-521,505,9000,90.000000,90.000000
-519,502,9000,90.000000,90.000000
-519,501,9000,90.000000,90.000000
-519,501,9000,90.000000,90.000000
-524,507,9000,90.000000,90.000000
-510,494,9000,90.000000,90.000000
-512,496,9000,90.000000,90.000000
-511,496,9000,90.000000,90.000000
-506,491,9000,90.000000,90.000000
